username,phone,name,address,career,info_company,info_biz,key
,052.265.9752,(주)레베산업 3공장,울산광역시 울주군 웅촌면 부채골길 17-1, 2016.01.07,여과기장치,,
,..,(주)동인메카텍,"울산광역시 북구 매곡산업로 35, 협업혁신관 B4 (매곡동)", 2015.08.12,자동차 엔진용 부품,,
,052.262.2765,동화모방(주),울산광역시 울주군 상북면 지화길 107, 1983.08.16,방모사,,
,052.239.9823,리뉴원(주),울산광역시 울주군 온산읍 대정로 10-12, 2016.12.02,환경기계용 소모성 부품,,
,052.283.5900,세진이노테크(주),"울산광역시 북구 모듈화산업로 108, 981외 1필지 (효문동)", 2013.01.28,"자동차용 방열기,엔진용인터쿨러,열교환기,러기지박스",,
,055.384.1310,영빈개발(주),울산광역시 울주군 삼남면 청룡들로 100-6 (영빈개발(주)), 2003.06.11,"판재,각재",,
,052.267.8408,원일공업,"울산광역시 남구 장생포로19번길 21-9 (여천동, 원일공업)", 2003.06.19,선박철의장,,
,052.977.0029,두리테크(주),울산광역시 울주군 상북면 길천산업로 323, 2018.02.09,차량 용접용 지그설비,,
,052.273.6413,(주)삼화기업,울산광역시 남구 중앙로75번길 30-13 (신정동), 2008.10.28,원터치 베이비 브러쉬,,
,052.272.6357,대화정밀화학(주),"울산광역시 남구 여천로 143 (여천동, 대화정밀화학(주))", 1995.08.10,질산소다,,
,052.222.8114,(주)주영이노텍,"울산광역시 중구 종가로 15, 기술혁신A동 209호 (다운동, 울산테크노파크)", 2017.09.08,"경관조명장치, 자동제어반",,
,052.258.0036,주식회사 엠오디텍,울산광역시 남구 산업로585번길 33 (여천동), 2011.12.05,배전반 및 자동제어반,,
,052.267.1894,부영기계,울산광역시 남구 산업로340번길 10-1 (선암동) (총 3 필지), 2007.11.29,산업기계제작,,
,052.225.5425,광일목재,울산광역시 울주군 상북면 찬물내기길 9, 2009.07.02,판재 및 각재,,
,052.249.2578,명품기업(주),"울산광역시 중구 종가로 15, 기술혁신 B동 503호 (다운동, 울산테크노파크)", 2010.06.23,엔진무선데이터 전송장치,,
,052.297.8235,정우정공사,"울산광역시 남구 신여천로 90, 여천동 750-27 (여천동)", 2015.03.26,철구조물,,
,052.263.5605,우성정공,울산광역시 울주군 삼남면 공암공단로 20, 2008.03.27,Gear Clutch 등,,
,052.237.5400,지에스에코메탈(주),울산광역시 울주군 온산읍 화산1길 75-34 (총 2 필지) (총 2 필지), 2006.10.20,"오산화바나듐,산화몰리브덴,페로바나듐,페로몰리브덴",,
,052.296.0883,(주)썬에이치에스티,"울산광역시 북구 산성로 40, 1동 9층 908-2 (효문동, 아파트형공장)", 2015.06.24,"전기판넬,자동화제어",,
,052.261.6841,석원기공(주),울산광역시 울주군 청량읍 처용산업4길 26, 2016.10.11,금속가공품,,
,052.282.4418,대의기계공업사,"울산광역시 북구 제내5길 78-5 (신천동, 대의기계)", 1994.03.22,"자동화장비, JIG",,
,052.716.2345,(주)보성,울산광역시 울주군 청량읍 처용산업4길 55, 2016.02.25,"발전기, 컴프레샤 등",,
,052.239.4885,(주)신한엠텍,울산광역시 울주군 온양읍 산양길 4, 2000.06.12,"콘베어,동력전달장치,산업기계부품",,
,052.293.9010,갈매기식품,울산광역시 중구 반구로 10 (반구동), 2004.01.14,맛김,,
,052.256.4466,대암산업(주),"울산광역시 남구 용연로98번길 16 (용연동, 대암파카산업사)", 1997.02.04,"파이프 도장,피막",,
,052.282.6712,덕산기업(주),울산광역시 북구 농공단지4길 23-8 (달천동), 2000.10.03,플로마 매트,,
,052.264.5861,동일 O.E.M,울산광역시 울주군 삼남면 공암공단1길 63-17, 2003.06.07,"COVER ASSY, L/C STAY, BRKT",,
,052.293.5005,덕성기계,울산광역시 북구 중산산업로 85 (중산동), 2010.04.15,엔진부품,,
,052.708.2033,에스엠아이,울산광역시 북구 농공단지4길 55 (달천동), 2018.01.24,자동차 시트커버,,
,052.292.5321,(주)스폭,울산광역시 울주군 상북면 능산길 64, 2015.10.06,"전자집적회로(시스템IC, 지능형센서IC)",,
,052.287.2261,(주)삼주기계,"울산광역시 북구 송도길 35 (효문동, 메티아(주))", 1996.06.07,"익스메니폴더,포크쉬프트,브라켓",,
,052.289.6547,(주)성웅인더스트리,울산광역시 북구 매곡산업3길 7 (매곡동), 2018.08.08,시트 커버,,
,055.375.7770,엔티씨(주),울산광역시 울주군 삼남면 운곡4길 18, 2015.10.27,"마이크로파 용해로,건조로,가열로",,
,052.237.3434,대한금속(주),울산광역시 울주군 온산읍 화산로 170, 2005.01.18,프랜지,,
,052.298.9997,대호기공,울산광역시 북구 이화산업1길 14 (중산동), 2017.07.03,"자동차부품(파렛트,데크)",,
,052.258.0461,(주)신대동전기,울산광역시 남구 신여천로35번길 46 (여천동), 1995.08.08,수.배전반,,
,052.239.5533,(주)아이엠아이,울산광역시 울주군 온산읍 처용산업3길 30-16, 2014.08.12,연료탱크 피니싱머신,,
,052.282.4048,세신공업,울산광역시 북구 농공단지3길 54 (달천동), 2003.11.13,산업용로봇기계부품,,
,052.239.4888,솔개수산(주),울산광역시 울주군 서생면 해맞이로 1097-57 (솔개), 2008.05.28,"건조다시마, 톳",,
,052.266.7722,(주)고려기업,울산광역시 북구 산성로 81 (효문동), 2011.09.06,전기판넬 외,,
,052.238.6285,대성엔지니어링,울산광역시 울주군 온양읍 광청로 394-26, 2007.06.07,화공 PLANT외,,
,052.294.1706,상화테크,울산광역시 울주군 언양읍 반천반송산업로 137-13, 2018.11.14,HI-ROOF,,
,052.260.7595,정남금속,울산광역시 울주군 웅촌면 갓골길 11-16, 2012.01.09,금속 열처리제품,,
,052.277.0775,(주)시그마에프에이,"울산광역시 중구 종가로 15, A동 203호 (다운동, 울산테크노파크)", 2010.04.26,검사 및 측정장비,,
,052.282.6931,정원산업,"울산광역시 북구 농공단지3길 21 (달천동, 정원산업)", 1994.05.28,자동차 차체 부품,,
,031.445.1010,(주)씨지티,"울산광역시 남구 돋질로 35, 대성오피스텔 1002호 (신정동)", 2017.06.13,정보통신장비,,
,052.239.1372,삼신물산 주식회사,울산광역시 울주군 온양읍 용당내광로 417, 2016.08.29,철구조물,,
,052.265.0888,(주)현빈목재산업,울산광역시 울주군 삼남면 신안2길 19, 2014.11.26,제재목,,
,052.268.3504,(주)해송이앤씨,"울산광역시 남구 신여천로 92 (여천동, 진연)", 2010.06.28,금속조립구조재,,
,052.287.0834,(주)태원,"울산광역시 북구 모듈화산업로 251 (연암동, (주)태원)", 2010.10.04,자동차 차체용 부품,,
,052.267.9400,국도정밀(주),울산광역시 울주군 청량읍 처용산업로 171, 2017.02.21,기타 특수목적용기계 등,,
,052.955.0404,신성아이시티(주),울산광역시 남구 두왕로48번길 9 (선암동), 2015.03.26,"paging,cctv camera,housing",,
,052.272.8043,한국케미테크,울산광역시 남구 납도로 218 (여천동), 2015.08.10,"페인트세척제,페인트박리제,페인트희석제",,
,..,(주)보생산업,울산광역시 울주군 웅촌면 고연공단1길 15, 2014.02.24,"흡음재, 재관조립품",,
,055.372.2504,유니램(주),울산광역시 울주군 삼남면 삼동로 23, 2003.03.25,"메탈할라이드램프, 평판디스플레이(LCD)장비 및 장비부품",,
,052.935.8200,M21,"울산광역시 북구 산성로 40,  813호 (효문동)", 2003.10.29,카메라 보조장치,,
,052.281.6265,(주)신우지엠티,"울산광역시 북구 매곡산업로 5 (매곡동, (주)대원산업)", 2017.11.14,선박용 부품,,
,052.716.5066,(주)인텍,"울산광역시 중구 종가로 15, 기술혁신 A동 407호 (다운동, 울산테크노파크)", 2017.02.08,불꽃감지기,,
,052.977.1800,엠티스,울산광역시 북구 농공단지3길 40 (달천동), 2014.12.11,콤프레셔,,
,052.264.4810,(주)충무발효,울산광역시 울주군 삼동면 삼동로 267-6, 1999.01.12,"종국, 효소류",,
,052.264.0259,(주)성보플랜트,울산광역시 울주군 온산읍 이진로 67-22, 2015.11.09,"설치용 금속저장 용기, 열교환기",,
,051.554.9300,SD하이테크(주)울산공장,울산광역시 울주군 언양읍 반구대로 1305-3, 2008.04.11,형광램프용 안정기등,,
,052.269.3335,(주)우진레이져,"울산광역시 남구 산업로 254 (선암동, 흥진자원(주)) (총 3 필지)", 2017.11.10,"구조금속제품, 금속압형제품",,
,052.263.6551,(주)푸드원,울산광역시 울주군 언양읍 옥동길 4-9 (총 2 필지), 2005.06.27,돼지고기 가공식품(감자탕),,
,052.282.7304,(주)동일,울산광역시 북구 중산산업2길 70 (중산동), 2016.10.13,모터프레임,,
,052.262.8669,태진M&amp;S,울산광역시 울주군 상북면 양등농공길 41, 2013.12.31,연료및브레이크튜브,,
,052.288.8315,대영T.C.F,"울산광역시 북구 산성로 40, 1동 8층 814, 815호 (효문동, 아파트형공장)", 2010.12.03,전기용접기,,
,052.257.4624,동운EMP(주),울산광역시 울주군 온산읍 대정로 10-18, 2006.07.26,"도장,각종피막처리,조선배관",,
,052.285.0883,삼광E&amp;I,울산광역시 울주군 언양읍 반천산업로 91, 2016.06.14,배전반 판넬 등,,
,052.254.4999,미성자동차정비(주),울산광역시 울주군 언양읍 반구대로 978, 2002.07.22,유압실린더등,,
,052.288.8033,태정인더스트리,울산광역시 울주군 언양읍 반천산업로 32-39, 2016.04.29,방식형 정류기 외,,
,052.257.6001,창준산업사,울산광역시 울주군 웅촌면 고연공단2길 31, 1998.02.18,"전기마그네트,전기변압기부품",,
,052.282.2338,(주)대명기전,울산광역시 북구 농공단지2길 32-2 (달천동), 2000.05.24,분체 도장,,
,052.297.2119,신우산업,"울산광역시 북구 매곡산업2길 3 (매곡동, 신우기업)", 2005.04.28,소음기용 자동화지그,,
,052.239.8130,아시아기전,울산광역시 울주군 온산읍 처용산업2길 48, 2012.11.26,전기식용접기,,
,052.240.3218,서진산업(주) 울산공장,"울산광역시 남구 장생포고래로 8 (매암동, 현대자동차(주))", 2015.06.15,자동차부품,,
,052.268.5656,지씨테크(주),"울산광역시 북구 효암로 96 (명촌동, (주)지씨테크) (총 10 필지)", 2010.06.17,기어 및 자동조정 장치,,
,052.293.6677,(주)태능푸드시스템,울산광역시 중구 성안2길 5 (성안동), 2008.02.04,도시락,,
,052.264.0545,대성자원개발(주) 언양지점,울산광역시 울주군 삼남면 강당로 3, 1994.12.27,액체소석회,,
,052.269.6775,(주)성진전력,울산광역시 남구 장생포로19번길 26 (여천동), 2017.02.10,전기판넬 및 제어장치,,
,052.264.4771,(주)니프코코리아울산공장,울산광역시 울주군 상북면 길천산업로 185, 2011.05.31,자동차부품용플라스틱사출품,,
,052.900.3919,(주)오에스테크,울산광역시 남구 산업로85번길 8-7 (상개동), 2013.12.24,전기판넬,,
,052.287.8040,태광테크(주),울산광역시 북구 중산산업로 31-8 (중산동), 2016.04.07,"자동화설비, 산업기계, JIG",,
,052.295.2768,(주)삼양특수강,울산광역시 북구 중산산업3길 56 (중산동), 2017.11.02,철판,,
,052.263.7002,고현산업2공장,울산광역시 울주군 두동면 이중배내길 12 (총 4 필지), 2012.12.27,"러그절단 전용기계, 지그 및 검사장비, 금속모형 및 재관품, 유니버셜조인트 등",,
,052.262.4848,가천정비,울산광역시 울주군 삼남면 반구대로 322-3, 2004.05.19,"유압실리더외, 건설기계장비",,
,052.280.1403,(주)케이씨씨,울산광역시 동구 방어진순환도로 30 (방어동), 1994.12.29,"도료,바닥재",,
,052.289.6699,(주)성신파츠,울산광역시 북구 중산산업로 31-4 (중산동), 2010.09.28,WATER TEMP CONTROL HOUSING ASS'Y,,
,052.256.6543,한길(주),"울산광역시 남구 용연로 189 (용연동, 한길(주))", 2003.03.18,"공드럼, PA,DOP",,
,052.267.8096,대원목재산업,울산광역시 울주군 청량읍 온산로 361, 2004.08.11,판재 및 각재,,
,052.989.5656,(주)지이씨,울산광역시 울주군 웅촌면 곡천검단로 271-27 (총 3 필지), 2014.06.26,자동공정 제어시스템,,
,052.700.6060,진흥공업(주),"울산광역시 북구 매곡산업1길 29 (매곡동, 진흥공업(주))", 2006.11.14,범프 등,,
,070.4048.0897,(주)경신하이텍,"울산광역시 울주군 상북면 길천산업로 105-18, (길천1238-4)", 2010.08.05,버스도어,,
,052.267.7585,(주)아이피에스라인,울산광역시 남구 용연로195번길 9 (용연동), 2015.10.26,"Wooden Box, Pallet",,
,052.272.8040,클릭코리아(주),"울산광역시 남구 돋질로 20,  5층 (신정동)", 2009.12.21,그림벽지,,
,052.211.4064,(주)명보엔지니어링,울산광역시 울주군 범서읍 새밭등길 55, 2013.12.17,금속울타리 등,,
,052.271.2311,(주)동강,"울산광역시 남구 장생포로19번길 21 (여천동, 동강(주))", 1995.05.13,"목재파렛트,재생칩,목초액",,
,052.268.7600,(주)조은,울산광역시 남구 여천로 215-73 (여천동), 2014.11.14,"유압기기,철구조물, 크레인",,
,052.228.2661,금산기계,울산광역시 북구 공단길 88 (연암동), 2007.11.16,산업기계부품,,
,052.256.9501,(주)울프,울산광역시 울주군 온산읍 처용산업로 129-19, 2013.10.10,금속탱크제조,,
,052.260.4043,(주)티이씨제2공장,울산광역시 울주군 청량읍 온산로 342-25, 2014.12.08,"금속탱크,저장용기",,
,055.275.0758,(주)삼성금속,"울산광역시 남구 화합로14번길 15 (여천동, 삼성정밀금속)", 1997.03.20,볼트,,
,052.262.9511,성우로텍(주),울산광역시 울주군 두서면 활천산업로 122, 2015.05.08,스틸파레트,,
,052.257.4081,(주)세원에스엔피,울산광역시 울주군 온산읍 처용산업2길 47, 2010.12.15,"앵글, 철제 교량구조물",,
,052.254.5686,(주)다코다글로벌,울산광역시 울주군 두서면 구량차리로 282-17, 2002.03.20,골프 샤프트,,
,052.239.8703,(주)켐.톱.코리아,울산광역시 울주군 온양읍 용당내광로 355, 2002.05.14,라이닝배관제,,
,052.266.4870,선일기계공업(주),울산광역시 울주군 웅촌면 와지공단1길 18-18, 2009.02.17,"OVERHEAD GUARD,DRUM INTERNALS",,
,052.238.4440,주식회사 에이치엠테크,울산광역시 울주군 온산읍 산남길 42, 2013.10.24,"플랜트제작, 금속가공품",,
,052.287.2843,서광산업(주),울산광역시 북구 모듈화산업로 252 (연암동), 2012.12.31,자동차 범퍼,,
,052.286.5981,SKY,"울산광역시 중구 종가로 15, 기술혁신 B동 404호 (다운동, 울산테크노파크)", 2010.11.30,자동차 자동화 설비 부품,,
,052.288.1170,류성밸브엔지니어링,"울산광역시 북구 산성로 40,  206호 (효문동)", 1997.08.29,"밸브,배관자재",,
,052.208.6558,월드이엔텍 주식회사,"울산광역시 남구 수암로 255, 101동 201호 (야음동, 지산오차드힐)", 2013.05.09,"PA,Paging,CCTV Camera,Housing,회전기외",,
,052.287.0403,동성공업(주),울산광역시 북구 효죽3길 6 (효문동), 1995.08.30,트럭적재함,,
,052.239.4343,(주)선경화성,울산광역시 울주군 온산읍 화산1길 18, 1995.04.24,"PVC안정제,농업용필름첨가제",,
,052.263.1574,대훈정밀,울산광역시 울주군 언양읍 반천산업로 113-9, 2017.06.09,drive gear 외 샤프트,,
,052.292.1043,(주)굿월드,울산광역시 울주군 웅촌면 고연로 115-5 (총 2 필지), 2016.05.27,프랜지,,
,052.221.0853,(주)에코인토트,울산광역시 울주군 웅촌면 고연로 87-11, 2015.12.23,가스켓(파이프연결 이음쇠),,
,052.288.1551,(주)진우공업,"울산광역시 북구 책골길 23-2 (연암동, 구유일산업)", 2008.01.25,"자동차범퍼, PLT",,
,052.227.9061,진원F&amp;F,"울산광역시 남구 장생포고래로155번길 7 (장생포동, 한성기업(주))", 2014.10.12,"고등어,오징어,동태,꽁치",,
,052.286.4211,(주)삼우하이텍,울산광역시 북구 중산산업로 73 (중산동), 2010.01.12,자동차용 글래스 몰딩,,
,052.238.7895,(주)봉기산업,울산광역시 울주군 서생면 용연길 64, 2006.07.26,생활도자기류,,
,052.913.6000,(주)티씨아이,울산광역시 울주군 상북면 길천산업3길 14-16, 2012.04.16,자동차부품,,
,052.283.4211,예광,"울산광역시 북구 진장유통로 16, 진장디플렉스 2088호 (진장동)", 2014.03.25,등기구,,
,052.256.3501,(주)유승테크,"울산광역시 남구 장생포로19번길 21-13 (여천동, 환경산업기계)", 2015.07.29,"부품제작, 기계수리(펌프)",,
,052.245.3399,(주)제이비,"울산광역시 울주군 온양읍 태화6길 26, 1층", 2018.03.20,유선통신장비 등,,
,052.249.0874,(주)지오테크,울산광역시 울주군 웅촌면 와지공단길 63-17, 2008.09.30,자동차부품,,
,052.255.0500,주식회사 디아이씨,울산광역시 울주군 두동면 봉계농공길 8 (총 5 필지), 2009.01.15,"미션기어, 샤프트",,
,052.268.5645,대광기업(주),"울산광역시 북구 산성로 40,  124호 (효문동)", 2004.12.07,Wire rope(건설장비용 변속기부품),,
,052.924.7421,(주)비전아이티,"울산광역시 북구 산성로 40, 1동 B1층 B115 (효문동, 아파트형공장)", 2016.10.10,구내방송장치 제조,,
,052.276.3594,우주기공사,울산광역시 북구 산성로 73 (효문동), 2012.10.30,산업 전동기 및 발전기 부품,,
,052.288.5052,(주)엠오브이시스템,"울산광역시 북구 산성로 40,  503호 (효문동) (총 2 필지)", 2004.08.02,자동제어반,,
,052.224.2571,(주)동언산업,울산광역시 울주군 웅촌면 와지공단1길 9-5, 2005.03.03,프라스틱사출성형품,,
,052.264.8290,(주)용전사,울산광역시 울주군 상북면 봉화로 258-39, 2001.05.16,"형광등 안정기, 방전램프용 안정기",,
,052.268.4534,청송사,울산광역시 울주군 웅촌면 고연공단4길 10-18, 2001.08.31,"가스켓,패킹, 링",,
,052.211.2308,주식회사 주경이엔지,울산광역시 울주군 웅촌면 고연공단2길 11 (총 4 필지), 2014.04.04,일반용 도료,,
,052.265.0292,태흥이엔지,"울산광역시 울주군 청량읍 상남길 6-52,  상남조합지구 17B 7L", 2012.12.03,전기콘트롤 판넬,,
,052.267.3894,케이이티(주),울산광역시 울주군 언양읍 어음길 21, 2011.03.08,"자동점멸기, 풍력발전기, 가로등기구",,
,052.287.8063,한국도장(주),울산광역시 북구 원연암2길 13 (연암동), 2000.07.22,자동차부품도장,,
,052.266.7406,진연공업,"울산광역시 남구 신여천로 92 (여천동, 진연)", 1997.03.26,기계부품,,
,052.700.3007,(주)일신에너지,울산광역시 북구 중산산업2길 66 (중산동), 2015.07.10,자동차배터리 케이스,,
,052.296.6705,일신프런티어 주식회사,울산광역시 북구 농공단지5길 11 (달천동), 2018.08.09,자동차 내장 흡음재,,
,052.221.2670,아이에스하이텍(주) 2공장,"울산광역시 울주군 삼남면 반구대로 163, (방기리 15-43번지)", 2014.12.04,자동차용 창고무(조인트-코너부 연결) 제작,,
,052.244.8000,유창통신(주),울산광역시 중구 명륜로 54 (우정동), 2009.08.28,"앰프, CCTV콘트롤러, 4분활기, 화재수신반",,
,052.912.0005,우수정기(주),울산광역시 울주군 상북면 길천산업3길 14-23, 2012.08.27,"브라켓트, 워터펌프, 오일쿨러바디 등",,
,052.287.8588,(주)럭스코,울산광역시 울주군 언양읍 갈전길 58 (총 2 필지), 2008.05.26,"전력변환장치 및 차단장치, 전기회로개폐보호 및 접속장치",,
,052.266.1509,주식회사 서원인더스트리,울산광역시 남구 장생포고래로125번길 14 (장생포동), 2018.01.30,"FRP, Teflon, 코팅제, 배관제",,
,052.254.2773,(주)명신기업,울산광역시 울주군 삼동면 보은로 248, 2010.07.20,"철판가공품,철구조물",,
,052.287.0153,(주)서울특수엔지니어링,"울산광역시 북구 산성로 48-10 (효문동, 서울특수엔지니어링)", 1998.07.23,"시험기,설비",,
,052.298.0741,주경테크,울산광역시 북구 모듈화산업로 81 (효문동), 2017.11.14,지그베이스,,
,052.267.8100,신흥산업,울산광역시 울주군 웅촌면 고연로 97-2, 2011.04.22,"금속탱크, 플라스틱물탱크, 잔교, 금속압형제품, 합성수지선, 철망 등",,
,052.239.7002,(주)티씨티 5공장,울산광역시 울주군 온산읍 이진로 67-20 (총 3 필지), 2007.07.31,"동빌렛, 동부스바",,
,052.262.4700,돈오정보통신,"울산광역시 울주군 언양읍 동부2길 47, 102동 201호", 2016.05.27,CCTV(돔 카메라),,
,..,디 와이 지 ,울산광역시 울주군 웅촌면 고연로 152-12, 2013.06.04,면장갑,,
,052.265.8998,원진테크(주),울산광역시 울주군 웅촌면 부채골길 24-30, 2014.03.03,"연료분사장치, 자동차 변속기 부품",,
,052.276.5551,(주)삼우,"울산광역시 남구 사평로 251 (선암동, 삼우화학공업(주))", 1995.05.13,"석고,정수약품,액반",,
,052.225.0660,(주)현미세상,울산광역시 울주군 웅촌면 물건너길 22-20 (총 2 필지), 2006.11.20,타공현미외,,
,052.238.6368,대성석유화학(주),울산광역시 울주군 온산읍 화산1길 62, 1995.05.02,"윤활유,그리스,부동액,브레이크액",,
,052.225.8311,진성산업,울산광역시 울주군 웅촌면 고연로 98-9, 2008.03.11,브라켓,,
,052.265.2679,세원산업,울산광역시 울주군 웅촌면 고연공단1길 47-16, 2010.03.18,자동주형기 및 운반용 바퀴 제작,,
,052.254.8125,(주)세한산업,울산광역시 울주군 언양읍 반천산업로 108-106, 2017.11.27,금속 문,,
,052.287.9100,영남하이텍,"울산광역시 북구 죽전로 10 (효문동, (주)한국메달)", 2014.07.14,머플러,,
,052.700.1020,(주)고리엔지니어링,울산광역시 울주군 웅촌면 은현작동로 242-7, 2018.12.14,"단열보온재(배관,밸브 기기류용)",,
,052.287.9651,(주)전예산기,울산광역시 남구 용연로50번길 161 (황성동), 2015.06.02,열처리,,
,052.262.8521,(주)한림알에스,울산광역시 울주군 삼남면 사촌신복로 484, 1999.03.02,자동차내장 carpet,,
,052.239.4826,(주)신영테크,울산광역시 울주군 온양읍 용당내광로 325 (총 2 필지), 2014.03.17,자동차핸들부품,,
,052.264.7600,부국산업(주),울산광역시 울주군 상북면 길천산업2길 24-19, 2012.04.16,"Brake, Fuel Tube ASS'Y",,
,052.265.4100,삼행산전(주),울산광역시 중구 함월2길 37 (성안동), 2001.08.17,원격제어시스템,,
,052.227.9341,주식회사 삼창엔지니어링,울산광역시 울주군 웅촌면 물건너길 93, 2009.10.08,금속 연결관,,
,052.270.5137,글로벌ENG,"울산광역시 남구 사평로 35 (상개동, 한주(주))", 2018.12.03,재제소금,,
,052.239.0062,세일정기주식회사,울산광역시 울주군 온산읍 원봉로 33, 2013.12.18,산업기계,,
,052.226.9800,영진(주),울산광역시 남구 신정로88번길 8 (달동), 2003.12.18,"선박수리제조업, 측온저항체 응답시간 측정장비",,
,052.262.8651,신일기업,울산광역시 울주군 두동면 두동로 1339, 1997.03.28,크레인철구조물,,
,052.263.7373,(주)남양케미칼,울산광역시 울주군 삼남면 반구대로 322-9, 2004.02.21,페인트용 희석제(신나),,
,052.288.4779,태성기계,"울산광역시 북구 산성로 40, 1동 3층 311 (효문동, 아파트형공장) (총 3 필지)", 1996.11.11,"로보트설치,감속기",,
,052.261.6611,동일산업(주),"울산광역시 남구 산안로 114 (여천동, 동일산업(주))", 2014.05.14,철구조물,,
,052.260.8042,(주)에스씨아이테크,울산광역시 울주군 웅촌면 장기터2길 90-3, 2012.02.27,"SILENCER,FENCE",,
,052.269.1885,주원목재,울산광역시 울주군 웅촌면 당고개1길 18, 2008.05.23,"문틀, 문, 랩핑몰딩",,
,052.271.2471,안성산업(주),울산광역시 울주군 웅촌면 대복길 30, 2016.04.29,"배전반, 전기자동제어반",,
,052.254.8071,(주)디에이치아이,"울산광역시 울주군 언양읍 고하길 89,  외 1필지", 2007.12.24,연료분사장치,,
,052.261.6379,제일강건,"울산광역시 남구 산안로 84 (여천동, 제일강건)", 1997.02.17,"금속절단,절곡",,
,055.382.2242,(주)삼협,울산광역시 울주군 두서면 전읍농공길 7, 2018.03.19,자동차 부품,,
,052.287.3322,(주)장안,울산광역시 북구 매곡산업6길 2 (매곡동), 2016.04.11,"프레스부품,로봇보고대",,
,052.282.2880,(주)티와이씨,"울산광역시 북구 매곡산업1길 11 (매곡동, (주)HSI)", 2016.07.01,공장자동화설비 및 지그제작,,
,052.265.3360,(주)부광산업,울산광역시 울주군 온산읍 처용산업로 107, 2014.02.03,"철판,철골,열교환기",,
,052.260.9200,(주)네오그린,"울산광역시 울주군 청량읍 처용산업3길 135, 경공업2동 4층", 2015.08.13,"산업용LED, 위치추적 시스템",,
,052.256.1018,(주)쓰리디허브시스템즈,"울산광역시 북구 산성로 40, 1동 1층 111 (효문동, 아파트형공장)", 2017.04.10,전광판,,
,052.264.9501,(주)대용,울산광역시 울주군 삼남면 장제길 1-2, 2004.12.09,"수배전반,MCC반,PLC반,자동제어반,전기변환장치,전기회로개폐",,
,052.268.4959,서원티엠에스(주),울산광역시 남구 삼산중로5번길 9 (달동), 2002.07.08,"가스분석측정시스템,제어모니터링시스템",,
,052.283.2301,대성시스템,"울산광역시 북구 산성로 40, 1동 9층 906 (효문동, 아파트형공장)", 2015.06.18,전계장 자동화(판넬),,
,052.263.5700,예진산업,울산광역시 울주군 삼남면 공암공단로 34, 2008.01.17,자동차용 고무호스관,,
,055.268.4089,현대비앤지스틸(주),울산광역시 남구 납도로 90 (여천동), 1997.07.01,자동차엔진부품,,
,052.244.7077,(주)리보너스,울산광역시 울주군 온산읍 처용산업1길 8, 2019.02.22,측정검사기,,
,052.716.3100,한융금속(주),울산광역시 울주군 온산읍 처용산업1길 11, 2012.10.23,알루미늄 합금 INGOT,,
,052.265.8550,(주)피엔디,"울산광역시 북구 명촌7길 15 (명촌동, 신축건물)", 2016.08.17,"교통신호 제어기, BIT, 산업용 컴퓨터",,
,052.263.7373,(주)남양케미칼,울산광역시 울주군 삼남면 반구대로 322-9, 2004.02.21,페인트용 희석제(신나),,
,052.288.4779,태성기계,"울산광역시 북구 산성로 40, 1동 3층 311 (효문동, 아파트형공장) (총 3 필지)", 1996.11.11,"로보트설치,감속기",,
,052.261.6611,동일산업(주),"울산광역시 남구 산안로 114 (여천동, 동일산업(주))", 2014.05.14,철구조물,,
,052.260.8042,(주)에스씨아이테크,울산광역시 울주군 웅촌면 장기터2길 90-3, 2012.02.27,"SILENCER,FENCE",,
,052.269.1885,주원목재,울산광역시 울주군 웅촌면 당고개1길 18, 2008.05.23,"문틀, 문, 랩핑몰딩",,
,052.271.2471,안성산업(주),울산광역시 울주군 웅촌면 대복길 30, 2016.04.29,"배전반, 전기자동제어반",,
,052.254.8071,(주)디에이치아이,"울산광역시 울주군 언양읍 고하길 89,  외 1필지", 2007.12.24,연료분사장치,,
,052.261.6379,제일강건,"울산광역시 남구 산안로 84 (여천동, 제일강건)", 1997.02.17,"금속절단,절곡",,
,055.382.2242,(주)삼협,울산광역시 울주군 두서면 전읍농공길 7, 2018.03.19,자동차 부품,,
,052.287.3322,(주)장안,울산광역시 북구 매곡산업6길 2 (매곡동), 2016.04.11,"프레스부품,로봇보고대",,
,052.282.2880,(주)티와이씨,"울산광역시 북구 매곡산업1길 11 (매곡동, (주)HSI)", 2016.07.01,공장자동화설비 및 지그제작,,
,052.265.3360,(주)부광산업,울산광역시 울주군 온산읍 처용산업로 107, 2014.02.03,"철판,철골,열교환기",,
,052.260.9200,(주)네오그린,"울산광역시 울주군 청량읍 처용산업3길 135, 경공업2동 4층", 2015.08.13,"산업용LED, 위치추적 시스템",,
,052.256.1018,(주)쓰리디허브시스템즈,"울산광역시 북구 산성로 40, 1동 1층 111 (효문동, 아파트형공장)", 2017.04.10,전광판,,
